Year,Quarter,Origin,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,N.W.T.,Nvt.,Total
1992,3,Que.,89,49,409,808,0,7658,355,100,882,2169,0,20,30,12569
1992,3,Ont.,1382,390,3238,1784,7019,0,2142,983,5628,9752,111,168,74,32671
1992,3,Man.,53,26,318,158,365,2261,0,941,2049,2578,20,30,19,8818
1992,3,Sask.,72,26,112,67,164,1057,1105,0,4747,2538,76,135,33,10132
1992,3,Alta.,375,75,740,336,778,3898,1306,2651,0,10579,173,324,28,21263
1992,3,B.C.,82,32,694,246,889,3569,842,1166,6141,0,281,113,13,14068
1992,3,Y.T.,29,2,32,0,0,45,36,51,239,442,0,31,12,919
1992,3,N.W.T.,19,10,37,17,33,145,37,73,534,262,22,0,78,1267
1992,3,Nvt.,20,4,42,13,74,84,25,15,35,43,1,93,0,449
1992,4,N.L.,0,64,494,164,41,1127,19,37,244,307,34,33,15,2579
1992,4,P.E.I.,13,0,60,60,9,87,0,4,17,46,6,7,3,312
1992,4,N.S.,312,102,0,550,144,1270,40,31,280,452,0,5,5,3191
1992,4,N.B.,66,75,477,0,323,798,31,22,203,197,1,12,6,2211
1992,4,Que.,34,23,147,333,0,4689,124,95,343,786,18,13,20,6625
1992,4,Ont.,998,194,1230,679,2713,0,1035,578,2252,5803,70,76,34,15662
1992,4,Man.,45,4,102,33,55,1013,0,519,880,1294,10,9,8,3972
1992,4,Sask.,18,10,26,13,41,433,530,0,2436,1202,9,54,13,4785
1992,4,Alta.,129,45,311,133,197,1959,582,1607,0,5219,72,237,20,10511
1992,4,B.C.,51,23,315,97,349,2116,532,636,3348,0,176,102,14,7759
1992,4,Y.T.,0,0,0,24,19,50,4,30,109,355,0,7,2,600
1992,4,N.W.T.,8,3,9,7,16,58,21,30,253,143,62,0,37,647
1992,4,Nvt.,9,2,11,5,33,33,13,7,17,23,4,44,0,201
1993,1,N.L.,0,8,265,85,42,778,21,7,177,185,0,26,12,1606
1993,1,P.E.I.,4,0,72,92,17,100,6,2,21,16,0,0,0,330
1993,1,N.S.,147,119,0,504,161,1087,75,31,287,513,11,0,0,2935
1993,1,N.B.,52,78,385,0,331,583,18,13,181,134,0,6,3,1784
1993,1,Que.,50,23,138,323,0,3404,44,73,310,718,9,6,9,5107
1993,1,Ont.,673,121,912,535,2530,0,883,448,1907,4391,11,69,31,12511
1993,1,Man.,99,0,85,6,55,948,0,433,802,1063,10,31,22,3554
1993,1,Sask.,0,0,35,10,69,400,402,0,1912,935,57,10,3,3833
1993,1,Alta.,114,43,148,87,336,1725,654,1590,0,5058,121,206,17,10099
1993,1,B.C.,100,43,253,78,358,1793,447,424,2977,0,111,49,6,6639
1993,1,Y.T.,9,0,0,0,0,33,18,51,23,182,0,0,0,316
1993,1,N.W.T.,4,5,0,15,16,51,24,49,194,108,24,0,32,522
1993,1,Nvt.,5,2,0,9,33,28,15,11,13,18,2,37,0,173
1993,2,N.L.,0,38,265,164,65,1099,60,16,352,258,17,6,3,2343
1993,2,P.E.I.,9,0,106,98,25,71,0,4,22,28,0,0,0,363
1993,2,N.S.,208,68,0,557,267,1368,118,102,371,657,11,27,27,3781
1993,2,N.B.,185,133,572,0,593,1049,77,12,206,291,3,6,3,3130
1993,2,Que.,70,36,338,610,0,6032,160,101,714,1525,28,22,33,9669
1993,2,Ont.,841,194,1643,1025,4455,0,1139,703,2820,6668,64,124,54,19730
1993,2,Man.,31,11,148,57,218,1525,0,580,1053,1295,26,60,44,5048
1993,2,Sask.,21,5,144,10,97,468,539,0,2311,1191,18,42,10,4856
1993,2,Alta.,171,39,342,319,472,2299,815,1939,0,6662,107,194,18,13377
1993,2,B.C.,231,23,520,208,387,2727,851,778,4104,0,228,124,17,10198
1993,2,Y.T.,9,0,0,0,33,15,19,10,144,256,0,12,5,503
1993,2,N.W.T.,47,3,15,0,2,34,45,42,271,153,33,0,48,693
1993,2,Nvt.,52,2,18,0,3,19,28,9,18,25,3,56,0,233
1993,3,N.L.,0,64,765,292,102,1601,102,63,509,530,29,42,31,4130
1993,3,P.E.I.,18,0,207,166,16,243,2,0,60,83,0,0,0,795
1993,3,N.S.,412,187,0,859,512,2461,262,127,778,995,0,20,19,6632
1993,3,N.B.,114,101,930,0,841,1428,154,72,477,476,10,11,2,4616
1993,3,Que.,120,20,337,719,0,7145,248,91,892,2024,24,17,43,11680
1993,3,Ont.,1159,289,2690,1542,6403,0,1681,969,4649,9846,75,160,83,29546
1993,3,Man.,54,5,196,133,283,1959,0,855,1612,2225,7,40,26,7395
1993,3,Sask.,24,4,129,42,239,803,810,0,3700,2058,36,89,32,7966
1993,3,Alta.,285,85,479,382,670,3413,1066,2255,0,8560,108,337,28,17668
1993,3,B.C.,128,80,614,307,785,3555,991,1026,5826,0,206,108,21,13647
1993,3,Y.T.,30,5,0,3,10,95,18,75,253,464,0,6,1,960
1993,3,N.W.T.,16,0,28,0,17,76,46,35,385,141,28,0,78,850
1993,3,Nvt.,9,0,29,0,36,44,37,9,41,21,1,98,0,325
1993,4,N.L.,0,35,384,88,55,849,25,0,276,390,4,52,36,2194
1993,4,P.E.I.,37,0,78,38,15,146,5,0,54,60,1,3,0,437
1993,4,N.S.,236,121,0,514,122,1172,58,57,323,678,8,10,8,3307
1993,4,N.B.,52,105,492,0,238,697,22,14,168,210,0,2,1,2001
1993,4,Que.,35,39,151,299,0,3624,88,22,248,986,0,7,16,5515
1993,4,Ont.,714,260,934,537,2777,0,882,372,1974,4725,11,73,40,13299
1993,4,Man.,22,6,95,33,101,962,0,559,810,1167,4,27,17,3803
1993,4,Sask.,24,7,65,14,43,388,516,0,1941,1128,26,23,8,4183
1993,4,Alta.,134,25,265,117,296,1883,663,1554,0,5674,33,225,19,10888
1993,4,B.C.,109,13,220,113,381,1968,385,629,3142,0,119,57,12,7148
1993,4,Y.T.,8,0,0,11,0,37,37,9,141,336,0,32,2,613
1993,4,N.W.T.,2,5,10,23,13,82,20,62,206,104,12,0,41,580
1993,4,Nvt.,2,7,10,15,25,48,18,12,22,16,1,50,0,226
1994,1,N.L.,0,32,302,37,51,1142,24,14,221,289,8,46,32,2198
1994,1,P.E.I.,12,0,87,37,5,126,0,11,13,27,0,0,0,318
1994,1,N.S.,203,120,0,390,85,1196,30,13,216,487,0,19,16,2775
1994,1,N.B.,112,82,427,0,290,610,38,5,165,159,0,11,3,1902
1994,1,Que.,34,25,122,257,0,4038,70,44,213,700,8,6,14,5531
1994,1,Ont.,433,158,776,471,2602,0,778,371,2253,4349,33,82,45,12351
1994,1,Man.,47,11,39,24,74,850,0,508,936,1017,0,32,20,3558
1994,1,Sask.,0,4,26,18,8,279,539,0,2201,961,16,41,14,4107
1994,1,Alta.,141,22,228,62,189,1770,759,1551,0,4984,75,151,13,9945
1994,1,B.C.,40,17,251,105,297,2278,577,506,3137,0,147,36,8,7399
1994,1,Y.T.,0,0,0,8,18,0,0,8,87,290,0,16,1,428
1994,1,N.W.T.,7,3,14,12,20,65,6,37,191,134,19,0,39,547
1994,1,Nvt.,5,3,15,7,43,37,6,7,21,20,2,47,0,213
1994,2,N.L.,0,83,526,179,115,1267,46,23,334,402,0,21,14,3010
1994,2,P.E.I.,26,0,118,91,56,64,15,34,61,51,0,0,0,516
1994,2,N.S.,317,210,0,676,223,1439,135,35,417,860,17,55,48,4432
1994,2,N.B.,91,120,542,0,524,864,72,45,296,270,0,43,10,2877
1994,2,Que.,124,47,384,639,0,6228,116,101,544,1587,19,6,14,9809
1994,2,Ont.,790,170,1346,925,4044,0,1277,672,3052,6423,45,68,37,18849
1994,2,Man.,36,14,94,151,121,1173,0,661,1254,1501,40,41,25,5111
1994,2,Sask.,39,32,41,27,46,681,691,0,3058,1308,15,48,17,6003
1994,2,Alta.,162,43,353,182,374,2640,986,2412,0,7306,137,273,24,14892
1994,2,B.C.,130,29,384,141,584,3085,816,795,4198,0,186,113,23,10484
1994,2,Y.T.,23,0,47,0,0,26,22,27,129,346,0,29,2,651
1994,2,N.W.T.,39,0,14,26,10,56,62,68,252,158,44,0,58,787
1994,2,Nvt.,25,0,15,13,18,32,52,13,27,23,4,72,0,294
1994,3,N.L.,0,37,897,232,132,1984,112,66,604,716,21,62,21,4884
1994,3,P.E.I.,30,0,124,165,27,212,0,34,59,61,0,0,0,712
1994,3,N.S.,524,218,0,858,508,2416,250,135,824,1156,15,38,34,6976
1994,3,N.B.,123,170,884,0,721,1285,156,53,413,454,18,23,11,4311
1994,3,Que.,136,33,378,758,0,6936,254,127,728,2023,20,11,30,11434
1994,3,Ont.,953,331,2297,1318,5376,0,1456,752,4025,8640,51,99,42,25340
1994,3,Man.,66,13,185,131,281,1511,0,789,1609,2039,0,28,12,6664
1994,3,Sask.,26,8,118,78,149,778,743,0,3009,1780,14,57,11,6771
1994,3,Alta.,245,56,650,294,785,3485,1323,2537,0,8294,113,363,33,18178
1994,3,B.C.,126,30,507,311,676,4072,860,1047,5334,0,181,62,10,13216
1994,3,Y.T.,3,5,7,0,4,72,20,0,182,334,0,36,3,666
1994,3,N.W.T.,8,0,13,18,16,118,44,32,329,137,36,0,65,816
1994,3,Nvt.,14,0,10,8,45,64,45,8,27,21,6,110,0,358
1994,4,N.L.,0,70,311,142,34,970,23,10,335,428,4,64,22,2413
1994,4,P.E.I.,14,0,154,60,11,82,6,0,51,64,0,12,2,456
1994,4,N.S.,150,159,0,566,126,1393,78,23,399,724,0,9,8,3635
1994,4,N.B.,67,68,445,0,388,778,29,11,173,181,0,6,2,2148
1994,4,Que.,40,18,215,261,0,4096,66,21,348,1078,0,14,39,6196
1994,4,Ont.,678,147,1084,723,2908,0,658,483,2152,5012,55,67,28,13995
1994,4,Man.,15,2,105,55,107,999,0,513,1030,1163,4,33,17,4043
1994,4,Sask.,18,8,46,11,27,431,515,0,1904,920,18,49,10,3957
1994,4,Alta.,126,45,234,142,212,1872,888,1431,0,5344,140,212,19,10665
1994,4,B.C.,91,53,262,107,350,2352,689,795,3891,0,261,99,13,8963
1994,4,Y.T.,1,0,8,0,0,45,0,0,63,152,0,20,0,289
1994,4,N.W.T.,5,0,24,12,11,72,16,39,214,119,16,0,38,566
1994,4,Nvt.,6,0,15,5,27,39,18,13,17,19,1,61,0,221
1995,1,N.L.,0,43,292,59,21,1323,34,13,516,366,21,42,15,2745
1995,1,P.E.I.,7,0,81,54,12,209,15,0,20,24,0,0,0,422
1995,1,N.S.,267,57,0,417,111,1029,97,67,387,550,0,16,14,3012
1995,1,N.B.,76,53,407,0,335,699,74,42,267,269,0,17,8,2247
1995,1,Que.,45,23,166,356,0,3938,73,21,189,805,0,3,6,5625
1995,1,Ont.,547,169,929,550,2392,0,1310,237,2115,4222,50,62,26,12609
1995,1,Man.,4,0,64,44,98,811,0,498,881,905,30,33,17,3385
1995,1,Sask.,18,26,29,14,35,461,617,0,2100,703,26,52,10,4091
1995,1,Alta.,124,33,192,131,198,1842,572,1577,0,4875,93,181,17,9835
1995,1,B.C.,124,31,349,96,524,2600,602,616,3437,0,179,85,11,8654
1995,1,Y.T.,0,0,0,0,0,11,0,38,83,156,0,17,1,306
1995,1,N.W.T.,21,0,17,5,9,30,17,30,199,102,18,0,36,484
1995,1,Nvt.,29,0,11,2,21,16,19,10,16,14,2,58,0,198
1995,2,N.L.,0,67,379,195,59,1468,104,10,513,474,13,41,15,3338
1995,2,P.E.I.,29,0,158,74,16,124,15,0,98,58,3,0,0,575
1995,2,N.S.,318,209,0,671,239,1607,135,55,565,535,41,22,20,4417
1995,2,N.B.,115,100,548,0,563,912,63,35,338,269,0,12,5,2960
1995,2,Que.,84,27,248,503,0,5693,212,143,523,1262,19,10,24,8748
1995,2,Ont.,702,119,1446,903,4360,0,1278,486,2660,5656,61,90,38,17799
1995,2,Man.,35,10,102,53,95,1659,0,683,1237,1084,7,35,18,5018
1995,2,Sask.,20,8,53,59,71,619,723,0,2858,1127,44,54,11,5647
1995,2,Alta.,204,34,419,256,350,2580,760,2177,0,5948,157,220,20,13125
1995,2,B.C.,121,34,382,143,572,3066,829,978,4118,0,307,96,13,10659
1995,2,Y.T.,2,0,8,6,33,11,14,53,73,308,0,28,1,537
1995,2,N.W.T.,21,0,27,5,7,86,38,96,310,185,20,0,49,844
1995,2,Nvt.,28,0,19,2,14,46,40,30,24,27,2,79,0,311
1995,3,N.L.,0,88,770,239,93,1885,103,77,844,478,42,50,20,4689
1995,3,P.E.I.,41,0,109,105,31,152,3,20,108,58,0,0,0,627
1995,3,N.S.,454,250,0,924,388,2236,178,72,791,856,8,22,20,6199
1995,3,N.B.,226,133,893,0,901,1522,145,78,562,342,15,18,11,4846
1995,3,Que.,75,62,411,672,0,7923,253,156,818,1951,19,14,30,12384
1995,3,Ont.,1002,225,2285,1540,5155,0,1594,631,3951,7283,101,89,55,23911
1995,3,Man.,53,8,179,153,268,1871,0,759,1830,1743,16,28,24,6932
1995,3,Sask.,19,0,94,60,107,849,701,0,3023,1524,38,58,16,6489
1995,3,Alta.,267,90,509,368,591,3255,1044,2351,0,7313,167,325,27,16307
1995,3,B.C.,165,47,693,306,810,4143,952,1402,5664,0,258,80,10,14530
1995,3,Y.T.,0,0,15,0,0,41,7,39,104,163,0,3,1,373
1995,3,N.W.T.,26,0,31,15,24,99,42,69,399,153,52,0,71,981
1995,3,Nvt.,18,0,25,10,38,64,18,24,36,25,5,93,0,356
1995,4,N.L.,0,20,380,130,44,1059,44,12,539,486,29,7,3,2753
1995,4,P.E.I.,47,0,174,74,6,165,0,7,52,42,0,0,0,567
1995,4,N.S.,233,178,0,457,181,1371,64,58,517,647,8,19,14,3747
1995,4,N.B.,58,95,398,0,365,675,41,22,188,224,15,3,1,2085
1995,4,Que.,56,28,157,392,0,4333,132,20,452,970,15,16,35,6606
1995,4,Ont.,777,158,1220,761,3075,0,918,564,2871,5502,30,42,27,15945
1995,4,Man.,20,0,111,41,79,950,0,530,771,943,10,35,32,3522
1995,4,Sask.,13,23,37,28,44,384,366,0,2037,899,15,38,11,3895
1995,4,Alta.,215,34,249,143,225,1946,657,1375,0,5151,105,164,15,10279
1995,4,B.C.,210,73,326,163,555,2577,561,676,4395,0,236,68,8,9848
1995,4,Y.T.,0,4,0,0,0,38,5,37,103,233,0,15,1,436
1995,4,N.W.T.,26,0,6,18,0,76,32,43,198,169,27,0,41,636
1995,4,Nvt.,17,0,5,10,0,46,12,15,17,26,3,58,0,209
1996,1,N.L.,0,91,314,156,71,1411,84,4,669,401,25,65,26,3317
1996,1,P.E.I.,49,0,109,95,6,154,10,10,38,12,0,0,0,483
1996,1,N.S.,175,133,0,482,157,1397,91,47,342,323,16,0,0,3163
1996,1,N.B.,72,114,475,0,278,679,35,23,277,206,0,11,5,2175
1996,1,Que.,41,28,133,402,0,4180,74,13,512,866,10,7,18,6284
1996,1,Ont.,631,96,1007,647,2644,0,890,385,2412,4487,49,71,46,13365
1996,1,Man.,16,20,58,43,72,864,0,614,937,780,13,24,21,3462
1996,1,Sask.,2,0,44,16,68,394,654,0,1857,718,11,45,12,3821
1996,1,Alta.,140,19,296,171,198,1838,620,1898,0,4339,167,194,17,9897
1996,1,B.C.,168,58,267,170,356,2371,640,621,3912,0,127,85,10,8785
1996,1,Y.T.,0,0,7,7,25,29,3,24,95,164,0,2,0,356
1996,1,N.W.T.,19,9,6,17,9,67,30,58,397,92,13,0,38,755
1996,1,Nvt.,11,4,5,10,13,39,13,21,33,14,1,54,0,218
1996,2,N.L.,0,63,535,212,89,1288,63,28,691,529,3,130,51,3682
1996,2,P.E.I.,14,0,164,85,19,118,8,7,38,93,7,3,11,567
1996,2,N.S.,277,165,0,624,244,1576,150,61,625,566,33,44,34,4399
1996,2,N.B.,69,156,562,0,434,994,81,30,344,338,0,17,8,3033
1996,2,Que.,47,23,301,548,0,6266,155,112,893,1484,24,16,39,9908
1996,2,Ont.,812,295,1575,916,3792,0,1158,554,3377,5988,34,97,62,18660
1996,2,Man.,23,6,127,48,129,1391,0,577,1288,1077,23,19,17,4725
1996,2,Sask.,6,5,89,25,94,609,665,0,2891,926,36,17,4,5367
1996,2,Alta.,204,44,434,247,247,2233,895,2286,0,5947,125,218,18,12898
1996,2,B.C.,175,37,607,223,556,3332,767,932,4792,0,218,117,15,11771
1996,2,Y.T.,14,0,3,8,0,55,3,0,100,277,0,13,1,474
1996,2,N.W.T.,14,0,36,6,29,71,80,51,227,131,51,0,52,748
1996,2,Nvt.,8,0,32,3,46,43,34,18,20,20,3,72,0,299
1996,3,N.L.,0,81,642,225,121,1593,106,51,1208,520,18,69,42,4676
1996,3,P.E.I.,49,0,192,88,59,200,5,7,45,73,0,0,0,718
1996,3,N.S.,419,222,0,862,453,2469,199,93,970,798,20,41,26,6572
1996,3,N.B.,195,120,639,0,681,1455,148,76,743,336,0,34,12,4439
1996,3,Que.,47,56,453,679,0,7965,230,66,1677,2122,44,12,28,13379
1996,3,Ont.,896,269,2224,1278,4685,0,1539,756,4600,7220,70,55,28,23620
1996,3,Man.,45,32,188,121,178,1595,0,848,1817,1503,17,24,17,6385
1996,3,Sask.,4,7,104,34,123,731,612,0,2741,1395,11,48,18,5828
1996,3,Alta.,265,30,540,331,582,3413,1017,2183,0,6392,125,163,15,15056
1996,3,B.C.,237,47,825,350,784,3670,897,1178,6560,0,256,74,16,14894
1996,3,Y.T.,8,0,6,0,0,41,15,45,171,200,0,20,0,506
1996,3,N.W.T.,33,0,11,10,13,64,29,84,440,152,28,0,59,923
1996,3,Nvt.,24,0,11,6,32,54,15,14,50,24,8,117,0,355
1996,4,N.L.,0,59,370,101,23,918,35,47,878,341,21,29,16,2838
1996,4,P.E.I.,49,0,145,70,26,89,11,14,120,34,0,0,0,558
1996,4,N.S.,199,147,0,363,175,1015,82,16,504,460,2,0,0,2963
1996,4,N.B.,65,108,496,0,306,661,28,26,399,233,0,6,2,2330
1996,4,Que.,30,19,158,386,0,4322,147,58,634,881,0,0,0,6635
1996,4,Ont.,632,68,991,653,2302,0,702,308,2842,4426,5,75,42,13046
1996,4,Man.,28,0,117,27,124,921,0,452,925,913,17,2,1,3527
1996,4,Sask.,10,11,29,36,34,458,365,0,2063,587,33,8,3,3637
1996,4,Alta.,139,27,290,128,175,1442,495,1310,0,4074,65,130,10,8285
1996,4,B.C.,171,58,337,158,381,2350,432,682,4663,0,148,81,19,9480
1996,4,Y.T.,0,0,0,0,5,23,20,0,111,183,0,12,1,355
1996,4,N.W.T.,19,0,40,0,2,74,17,81,247,70,24,0,33,607
1996,4,Nvt.,17,0,39,0,8,63,12,13,30,13,6,64,0,265
1997,1,N.L.,0,53,381,168,37,1348,31,63,1029,228,42,70,42,3492
1997,1,P.E.I.,60,0,106,83,6,164,14,0,97,39,3,0,0,572
1997,1,N.S.,206,133,0,537,150,1231,109,81,592,408,7,21,13,3488
1997,1,N.B.,96,117,463,0,303,738,53,32,328,200,0,11,3,2344
1997,1,Que.,64,6,158,462,0,4530,118,41,600,716,4,10,21,6730
1997,1,Ont.,626,186,962,709,2379,0,1087,429,2959,4035,47,61,34,13514
1997,1,Man.,42,5,41,33,81,1108,0,670,1156,872,0,28,20,4056
1997,1,Sask.,18,0,66,15,29,359,638,0,2532,774,8,42,16,4497
1997,1,Alta.,189,51,201,93,171,1875,562,1492,0,3857,40,253,18,8802
1997,1,B.C.,208,23,322,150,401,2876,658,555,5498,0,243,79,18,11031
1997,1,Y.T.,14,0,10,0,0,41,12,19,204,211,0,16,2,529
1997,1,N.W.T.,14,6,17,14,5,24,26,87,256,155,47,0,37,688
1997,1,Nvt.,14,6,15,10,14,22,18,15,31,26,13,70,0,254
1997,2,N.L.,0,23,555,151,109,1404,58,59,1337,325,3,42,24,4090
1997,2,P.E.I.,38,0,169,128,14,190,13,0,119,29,0,7,3,710
1997,2,N.S.,282,171,0,684,179,1509,57,77,922,560,18,27,17,4503
1997,2,N.B.,133,127,731,0,482,1015,40,21,516,291,17,5,2,3380
1997,2,Que.,78,32,248,629,0,7571,131,114,1033,1230,13,16,34,11129
1997,2,Ont.,776,239,1578,905,3620,0,1116,486,3902,4920,89,123,67,17821
1997,2,Man.,47,5,92,48,86,1321,0,864,1898,1275,23,77,52,5788
1997,2,Sask.,27,2,74,29,81,576,486,0,3299,964,23,30,12,5603
1997,2,Alta.,250,54,325,231,358,2429,764,2168,0,5018,100,195,16,11908
1997,2,B.C.,139,74,457,167,580,3808,644,1003,6952,0,203,97,23,14147
1997,2,Y.T.,7,8,16,28,31,54,4,21,160,222,0,16,2,569
1997,2,N.W.T.,28,7,22,30,13,108,53,57,425,109,34,0,49,935
1997,2,Nvt.,25,5,22,20,36,91,33,9,50,18,10,97,0,416
1997,3,N.L.,0,70,772,246,98,1815,68,83,1709,354,8,36,23,5282
1997,3,P.E.I.,42,0,206,126,26,216,16,29,156,32,0,0,0,849
1997,3,N.S.,390,161,0,769,429,2600,232,115,1329,924,9,30,21,7009
1997,3,N.B.,126,103,922,0,697,1554,126,51,1028,369,0,0,0,4976
1997,3,Que.,74,73,427,812,0,8647,296,118,1605,1932,42,2,1,14029
1997,3,Ont.,889,263,2028,1257,4653,0,1420,586,4464,6076,52,117,56,21861
1997,3,Man.,42,22,199,133,228,1596,0,926,2029,1628,23,48,37,6911
1997,3,Sask.,30,0,91,15,140,708,518,0,3705,1258,0,57,16,6538
1997,3,Alta.,269,38,695,332,617,3404,935,2321,0,5819,84,224,18,14756
1997,3,B.C.,295,35,726,357,892,4897,854,1118,8328,0,174,77,18,17771
1997,3,Y.T.,12,0,0,0,14,55,16,26,277,293,0,35,3,731
1997,3,N.W.T.,31,13,40,4,5,125,23,70,497,153,10,0,90,1061
1997,3,Nvt.,19,6,24,3,13,80,15,16,34,17,3,102,0,332
1997,4,N.L.,0,28,298,109,28,672,82,42,1075,257,5,15,10,2621
1997,4,P.E.I.,42,0,113,82,12,141,4,3,182,67,0,0,0,646
1997,4,N.S.,214,130,0,405,145,879,18,73,767,284,0,0,0,2915
1997,4,N.B.,90,103,447,0,291,792,45,41,553,185,0,0,0,2547
1997,4,Que.,26,21,179,323,0,3960,84,39,569,794,0,14,16,6025
1997,4,Ont.,557,53,974,689,2124,0,541,388,2486,3258,0,29,15,11114
1997,4,Man.,45,2,52,48,83,751,0,445,1113,556,0,21,16,3132
1997,4,Sask.,12,9,12,18,16,195,248,0,1666,505,26,11,3,2721
1997,4,Alta.,180,20,308,162,147,1407,375,1165,0,2587,57,120,9,6537
1997,4,B.C.,167,53,247,138,463,2149,478,623,4608,0,137,30,7,9100
1997,4,Y.T.,6,0,26,35,10,49,12,15,40,155,0,10,1,359
1997,4,N.W.T.,15,0,13,31,18,31,25,28,325,39,11,0,42,578
1997,4,Nvt.,9,0,11,17,40,18,14,6,22,5,2,47,0,191
1998,1,N.L.,0,66,443,121,38,1520,79,113,1786,224,8,47,31,4476
1998,1,P.E.I.,13,0,159,134,34,176,4,9,179,36,2,0,0,746
1998,1,N.S.,270,83,0,371,91,1430,94,109,870,318,0,24,16,3676
1998,1,N.B.,68,108,500,0,342,920,39,55,553,117,0,43,35,2780
1998,1,Que.,54,0,126,303,0,4590,101,39,569,608,7,9,12,6418
1998,1,Ont.,750,187,1009,476,2491,0,1184,474,3982,3858,63,54,27,14555
1998,1,Man.,13,0,64,20,72,1428,0,787,1499,730,21,19,15,4668
1998,1,Sask.,18,26,12,32,24,477,755,0,2609,814,8,26,6,4807
1998,1,Alta.,310,71,267,184,231,2073,618,1602,0,3490,31,175,13,9065
1998,1,B.C.,115,22,323,190,513,3958,986,882,7916,0,167,73,17,15162
1998,1,Y.T.,53,0,0,0,3,37,0,30,266,236,0,15,2,642
1998,1,N.W.T.,40,0,19,12,0,108,30,97,339,203,32,0,59,939
1998,1,Nvt.,23,0,15,6,0,68,15,22,23,23,6,67,0,268
1998,2,N.L.,0,79,499,168,72,1672,37,60,1529,202,24,96,65,4503
1998,2,P.E.I.,13,0,167,126,34,191,23,12,100,67,0,8,4,745
1998,2,N.S.,302,197,0,776,116,1941,103,67,1177,456,37,60,41,5273
1998,2,N.B.,81,113,765,0,529,1137,75,67,755,237,18,10,6,3793
1998,2,Que.,70,41,252,437,0,7688,105,148,1284,891,0,38,45,10999
1998,2,Ont.,787,215,1620,885,3481,0,1463,619,4747,4414,57,111,56,18455
1998,2,Man.,52,11,99,54,75,1297,0,923,2010,933,3,8,6,5471
1998,2,Sask.,38,0,126,63,88,773,765,0,3714,914,16,59,15,6571
1998,2,Alta.,490,74,357,236,338,2640,915,2755,0,4767,90,183,15,12860
1998,2,B.C.,179,71,614,192,705,4146,927,1368,10937,0,211,138,32,19520
1998,2,Y.T.,12,3,12,0,14,86,27,62,267,289,0,20,2,794
1998,2,N.W.T.,37,0,27,5,10,74,75,57,590,134,48,0,79,1136
1998,2,Nvt.,22,0,19,2,23,45,41,13,39,16,10,90,0,320
1998,3,N.L.,0,66,525,201,79,1570,72,35,1206,179,7,32,28,4000
1998,3,P.E.I.,25,0,259,150,18,181,0,13,99,53,0,0,0,798
1998,3,N.S.,298,186,0,572,311,1845,145,59,1044,565,3,47,49,5124
1998,3,N.B.,59,133,650,0,646,1188,108,28,691,273,5,14,18,3813
1998,3,Que.,60,41,331,498,0,7844,165,128,1351,1144,24,16,18,11620
1998,3,Ont.,877,190,1636,977,4128,0,1216,553,4052,4620,103,46,30,18428
1998,3,Man.,21,6,86,80,202,1190,0,864,1893,988,22,10,5,5367
1998,3,Sask.,45,25,70,24,132,697,538,0,3099,866,9,44,19,5568
1998,3,Alta.,548,109,709,444,538,2959,1104,2380,0,4771,65,175,26,13828
1998,3,B.C.,195,49,605,244,782,4726,983,1174,8914,0,176,94,19,17961
1998,3,Y.T.,18,0,21,24,21,129,36,30,243,263,0,29,5,819
1998,3,N.W.T.,18,5,0,15,20,63,34,53,412,128,43,0,60,851
1998,3,Nvt.,12,4,0,7,26,43,44,11,47,22,4,87,0,307
1998,4,N.L.,0,22,305,119,29,968,41,45,684,113,0,26,21,2373
1998,4,P.E.I.,25,0,39,78,14,73,0,2,99,15,0,0,0,345
1998,4,N.S.,169,92,0,349,92,1099,55,64,487,254,0,16,18,2695
1998,4,N.B.,61,61,526,0,368,732,20,17,326,120,2,1,1,2235
1998,4,Que.,55,52,142,285,0,3704,150,56,445,714,19,3,6,5631
1998,4,Ont.,486,141,879,461,2326,0,644,336,2212,2938,33,39,23,10518
1998,4,Man.,37,0,70,42,33,777,0,409,776,744,0,15,11,2914
1998,4,Sask.,25,0,45,26,28,477,385,0,2053,493,9,25,10,3576
1998,4,Alta.,360,52,425,157,371,1896,554,1379,0,3027,49,119,19,8408
1998,4,B.C.,169,18,380,140,648,2714,535,645,6004,0,74,32,7,11366
1998,4,Y.T.,0,0,0,0,5,7,0,30,150,153,0,26,6,377
1998,4,N.W.T.,4,0,0,0,6,39,15,47,233,59,12,0,35,450
1998,4,Nvt.,4,0,0,0,9,26,18,8,26,9,0,50,0,150
1999,1,N.L.,0,69,387,139,26,1440,50,24,1133,165,7,39,30,3509
1999,1,P.E.I.,21,0,86,77,14,153,12,11,58,30,0,0,0,462
1999,1,N.S.,237,93,0,473,99,1370,101,13,533,205,0,3,3,3130
1999,1,N.B.,80,52,467,0,266,845,39,45,361,65,15,12,14,2261
1999,1,Que.,36,10,179,266,0,4129,87,11,296,349,0,13,18,5394
1999,1,Ont.,646,132,983,659,2035,0,1082,288,2450,2617,5,87,53,11037
1999,1,Man.,42,18,123,19,61,974,0,429,828,609,14,21,16,3154
1999,1,Sask.,34,0,90,26,51,456,596,0,2363,623,0,36,13,4288
1999,1,Alta.,551,40,331,316,289,2535,762,1435,0,3555,32,223,34,10103
1999,1,B.C.,140,53,297,153,430,3297,576,607,6178,0,88,110,22,11951
